Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Discounts %,Sales,COGS,COGS %,Profit,Profit Margin %,Profit Category,Date,Month Number,Month Name,Year
Enterprise,United States of America, VTT , High ,2387,250,125,298375,35805,12.00%,262570,286440,109.09%,-23870,-8.00%,Low,11/1/2014,11, November ,2014
Government,Canada, Paseo , High ,2394,10,20,47880,5266.8,11.00%,42613.2,23940,56.18%,18673.2,39.00%,Medium,8/1/2014,8, August ,2014
Government,Germany, Paseo , Medium ,2409,10,7,16863,1349.04,8.00%,15513.96,12045,77.64%,3468.96,20.57%,Medium,9/1/2013,9, September ,2013
Enterprise,Canada, Carretera , High ,2416,3,125,302000,36240,12.00%,265760,289920,109.09%,-24160,-8.00%,Low,9/1/2013,9, September ,2013
Government,Mexico, Paseo , Medium ,2417,10,350,845950,76135.5,9.00%,769814.5,628420,81.63%,141394.5,16.71%,Medium,1/1/2014,1, January ,2014
Government,Mexico, Montana , High ,2420,5,7,16940,2032.8,12.00%,14907.2,12100,81.17%,2807.2,16.57%,Medium,9/1/2014,9, September ,2014
Channel Partners,France, Paseo , High ,2425.5,10,12,29106,3201.66,11.00%,25904.34,7276.5,28.09%,18627.84,64.00%,High,7/1/2014,7, July ,2014
Government,Canada, Paseo , High ,2428,10,20,48560,6798.4,14.00%,41761.6,24280,58.14%,17481.6,36.00%,Medium,3/1/2014,3, March ,2014
Channel Partners,Canada, Paseo , Medium ,2431,10,12,29172,1458.6,5.00%,27713.4,7293,26.32%,20420.4,70.00%,High,12/1/2014,12, December ,2014
Channel Partners,Canada, Velo , Medium ,2431,120,12,29172,1458.6,5.00%,27713.4,7293,26.32%,20420.4,70.00%,High,12/1/2014,12, December ,2014
Small Business,France, Paseo , Low ,2434.5,10,300,730350,21910.5,3.00%,708439.5,608625,85.91%,99814.5,13.67%,Low,1/1/2014,1, January ,2014
Small Business,Canada, VTT , Medium ,2436,250,300,730800,43848,6.00%,686952,609000,88.65%,77952,10.67%,Low,12/1/2013,12, December ,2013
Enterprise,United States of America, Velo , High ,2438,120,125,304750,45712.5,15.00%,259037.5,292560,112.94%,-33522.5,-11.00%,Low,12/1/2013,12, December ,2013
Enterprise,France, Carretera , High ,2441,3,125,305125,33563.75,11.00%,271561.25,292920,107.87%,-21358.75,-7.00%,Low,10/1/2014,10, October ,2014
Enterprise,France, Paseo , High ,2441,10,125,305125,33563.75,11.00%,271561.25,292920,107.87%,-21358.75,-7.00%,Low,10/1/2014,10, October ,2014
Small Business,Mexico, Paseo , Medium ,2460,10,300,738000,59040,8.00%,678960,615000,90.58%,63960,8.67%,Low,6/1/2014,6, June ,2014
Small Business,Mexico, Amarilla , Medium ,2460,260,300,738000,59040,8.00%,678960,615000,90.58%,63960,8.67%,Low,6/1/2014,6, June ,2014
Small Business,United States of America, Velo , High ,2460,120,300,738000,103320,14.00%,634680,615000,96.90%,19680,2.67%,Low,7/1/2014,7, July ,2014
Midmarket,Mexico, Carretera ,,2470,3,15,37050,0,0.00%,37050,24700,66.67%,12350,33.33%,Medium,6/1/2014,6, June ,2014
Midmarket,Mexico, Montana ,,2470,5,15,37050,0,0.00%,37050,24700,66.67%,12350,33.33%,Medium,6/1/2014,6, June ,2014
Midmarket,Canada, Paseo , High ,2470,10,15,37050,5187,14.00%,31863,24700,77.52%,7163,19.33%,Medium,9/1/2013,9, September ,2013
Midmarket,Mexico, Paseo ,,2472,10,15,37080,0,0.00%,37080,24720,66.67%,12360,33.33%,Medium,9/1/2014,9, September ,2014
Channel Partners,France, Amarilla , High ,2475,260,12,29700,4158,14.00%,25542,7425,29.07%,18117,61.00%,High,8/1/2014,8, August ,2014
Small Business,France, Amarilla , High ,2475,260,300,742500,111375,15.00%,631125,618750,98.04%,12375,1.67%,Low,3/1/2014,3, March ,2014
Channel Partners,Germany, VTT , Low ,2479,250,12,29748,892.44,3.00%,28855.56,7437,25.77%,21418.56,72.00%,High,1/1/2014,1, January ,2014
Government,France, Carretera , Medium ,2487,3,7,17409,870.45,5.00%,16538.55,12435,75.19%,4103.55,23.57%,Medium,12/1/2014,12, December ,2014
Government,France, VTT , Medium ,2487,250,7,17409,870.45,5.00%,16538.55,12435,75.19%,4103.55,23.57%,Medium,12/1/2014,12, December ,2014
Small Business,United States of America, Montana , Low ,2498,5,300,749400,7494,1.00%,741906,624500,84.18%,117406,15.67%,Medium,9/1/2013,9, September ,2013
Enterprise,Germany, Montana , Medium ,2500,5,125,312500,21875,7.00%,290625,300000,103.23%,-9375,-3.00%,Low,11/1/2013,11, November ,2013
Midmarket,France, Montana , Medium ,2501,5,15,37515,3001.2,8.00%,34513.8,25010,72.46%,9503.8,25.33%,Medium,3/1/2014,3, March ,2014
Channel Partners,Canada, Montana ,,2518,5,12,30216,0,0.00%,30216,7554,25.00%,22662,75.00%,High,6/1/2014,6, June ,2014
Channel Partners,Canada, Paseo ,,2518,10,12,30216,0,0.00%,30216,7554,25.00%,22662,75.00%,High,6/1/2014,6, June ,2014
Government,France, Carretera , High ,2521.5,3,20,50430,6051.6,12.00%,44378.4,25215,56.82%,19163.4,38.00%,Medium,1/1/2014,1, January ,2014
Government,United States of America, Carretera , Low ,2529,3,7,17703,177.03,1.00%,17525.97,12645,72.15%,4880.97,27.57%,Medium,7/1/2014,7, July ,2014
Enterprise,Canada, VTT , High ,2529,250,125,316125,31612.5,10.00%,284512.5,303480,106.67%,-18967.5,-6.00%,Low,11/1/2014,11, November ,2014
Government,France, Paseo , High ,2532,10,7,17724,1949.64,11.00%,15774.36,12660,80.26%,3114.36,17.57%,Medium,4/1/2014,4, April ,2014
Government,Mexico, Paseo , High ,2535,10,7,17745,2661.75,15.00%,15083.25,12675,84.03%,2408.25,13.57%,Low,4/1/2014,4, April ,2014
Small Business,Germany, Velo , High ,2536,120,300,760800,106512,14.00%,654288,634000,96.90%,20288,2.67%,Low,11/1/2013,11, November ,2013
Small Business,United States of America, VTT , High ,2541,250,300,762300,106722,14.00%,655578,635250,96.90%,20328,2.67%,Low,8/1/2014,8, August ,2014
Midmarket,United States of America, Amarilla , High ,2548,260,15,38220,4586.4,12.00%,33633.6,25480,75.76%,8153.6,21.33%,Medium,11/1/2013,11, November ,2013
Midmarket,Canada, Paseo , High ,2559,10,15,38385,5757.75,15.00%,32627.25,25590,78.43%,7037.25,18.33%,Medium,8/1/2014,8, August ,2014
Small Business,Mexico, Paseo , Medium ,2565,10,300,769500,69255,9.00%,700245,641250,91.58%,58995,7.67%,Low,1/1/2014,1, January ,2014
Midmarket,United States of America, Carretera , High ,2567,3,15,38505,5005.65,13.00%,33499.35,25670,76.63%,7829.35,20.33%,Medium,6/1/2014,6, June ,2014
Midmarket,United States of America, VTT , High ,2567,250,15,38505,5005.65,13.00%,33499.35,25670,76.63%,7829.35,20.33%,Medium,6/1/2014,6, June ,2014
Channel Partners,Germany, Amarilla , High ,2574,260,12,30888,3088.8,10.00%,27799.2,7722,27.78%,20077.2,65.00%,High,8/1/2014,8, August ,2014
Small Business,United States of America, Velo , High ,2574,120,300,772200,115830,15.00%,656370,643500,98.04%,12870,1.67%,Low,11/1/2013,11, November ,2013
Government,Mexico, Carretera , High ,2579,3,20,51580,7221.2,14.00%,44358.8,25790,58.14%,18568.8,36.00%,Medium,4/1/2014,4, April ,2014
Government,Germany, Carretera , Low ,2580,3,20,51600,1548,3.00%,50052,25800,51.55%,24252,47.00%,High,4/1/2014,4, April ,2014
Small Business,Mexico, Velo , High ,2605,120,300,781500,101595,13.00%,679905,651250,95.79%,28655,3.67%,Low,11/1/2013,11, November ,2013
Midmarket,France, Paseo , Medium ,2620,10,15,39300,1965,5.00%,37335,26200,70.18%,11135,28.33%,Medium,9/1/2014,9, September ,2014
Midmarket,Mexico, Velo , Medium ,2628,120,15,39420,3547.8,9.00%,35872.2,26280,73.26%,9592.2,24.33%,Medium,4/1/2014,4, April ,2014
Government,Mexico, Amarilla , High ,2629,260,20,52580,5783.8,11.00%,46796.2,26290,56.18%,20506.2,39.00%,Medium,1/1/2014,1, January ,2014
Government,Canada, Paseo , High ,2632,10,350,921200,119756,13.00%,801444,684320,85.39%,117124,12.71%,Low,6/1/2014,6, June ,2014
Government,Canada, Velo , High ,2632,120,350,921200,119756,13.00%,801444,684320,85.39%,117124,12.71%,Low,6/1/2014,6, June ,2014
Government,United States of America, Paseo , High ,2641,10,20,52820,6866.6,13.00%,45953.4,26410,57.47%,19543.4,37.00%,Medium,2/1/2014,2, February ,2014
Government,Canada, Velo , Low ,2646,120,20,52920,2116.8,4.00%,50803.2,26460,52.08%,24343.2,46.00%,High,9/1/2013,9, September ,2013
Small Business,Germany, VTT , Medium ,2659,250,300,797700,71793,9.00%,725907,664750,91.58%,61157,7.67%,Low,2/1/2014,2, February ,2014
Channel Partners,Mexico, Montana , High ,2661,5,12,31932,3831.84,12.00%,28100.16,7983,28.41%,20117.16,63.00%,High,5/1/2014,5, May ,2014
Government,United States of America, Paseo , Medium ,2663,10,20,53260,2663,5.00%,50597,26630,52.63%,23967,45.00%,High,12/1/2014,12, December ,2014
Government,United States of America, VTT , Medium ,2663,250,20,53260,2663,5.00%,50597,26630,52.63%,23967,45.00%,High,12/1/2014,12, December ,2014
Government,Germany, Velo , High ,2665,120,7,18655,1865.5,10.00%,16789.5,13325,79.37%,3464.5,18.57%,Medium,11/1/2014,11, November ,2014
Enterprise,Canada, Montana ,,2665.5,5,125,333187.5,0,0.00%,333187.5,319860,96.00%,13327.5,4.00%,Low,7/1/2014,7, July ,2014
Channel Partners,France, Carretera , Low ,2671,3,12,32052,320.52,1.00%,31731.48,8013,25.25%,23718.48,74.00%,High,9/1/2014,9, September ,2014
Government,France, VTT , Medium ,2682,250,20,53640,4827.6,9.00%,48812.4,26820,54.95%,21992.4,41.00%,High,11/1/2013,11, November ,2013
Midmarket,Canada, Carretera , High ,2689,3,15,40335,4840.2,12.00%,35494.8,26890,75.76%,8604.8,21.33%,Medium,11/1/2014,11, November ,2014
Government,Mexico, Paseo , Medium ,2689,10,7,18823,941.15,5.00%,17881.85,13445,75.19%,4436.85,23.57%,Medium,10/1/2014,10, October ,2014
Government,Mexico, VTT , Medium ,2689,250,7,18823,941.15,5.00%,17881.85,13445,75.19%,4436.85,23.57%,Medium,10/1/2014,10, October ,2014
Government,France, Paseo , High ,2696,10,7,18872,2453.36,13.00%,16418.64,13480,82.10%,2938.64,15.57%,Medium,8/1/2014,8, August ,2014
Government,Mexico, Carretera , High ,2706,3,7,18942,2083.62,11.00%,16858.38,13530,80.26%,3328.38,17.57%,Medium,11/1/2013,11, November ,2013
Government,Germany, Paseo , High ,2708,10,20,54160,7040.8,13.00%,47119.2,27080,57.47%,20039.2,37.00%,Medium,2/1/2014,2, February ,2014
Channel Partners,United States of America, Montana , Medium ,2723,5,12,32676,1960.56,6.00%,30715.44,8169,26.60%,22546.44,69.00%,High,11/1/2014,11, November ,2014
Enterprise,Canada, Paseo , Low ,2729,10,125,341125,6822.5,2.00%,334302.5,327480,97.96%,6822.5,2.00%,Low,12/1/2014,12, December ,2014
Enterprise,Canada, VTT , Low ,2729,250,125,341125,6822.5,2.00%,334302.5,327480,97.96%,6822.5,2.00%,Low,12/1/2014,12, December ,2014
Government,Canada, Montana , High ,2734,5,7,19138,2296.56,12.00%,16841.44,13670,81.17%,3171.44,16.57%,Medium,10/1/2014,10, October ,2014
Government,Canada, Amarilla , High ,2734,260,7,19138,2296.56,12.00%,16841.44,13670,81.17%,3171.44,16.57%,Medium,10/1/2014,10, October ,2014
Small Business,Mexico, VTT , Medium ,2747,250,300,824100,57687,7.00%,766413,686750,89.61%,79663,9.67%,Low,2/1/2014,2, February ,2014
Government,France, Amarilla ,,2750,260,350,962500,0,0.00%,962500,715000,74.29%,247500,25.71%,Medium,2/1/2014,2, February ,2014
Enterprise,United States of America, Velo , Medium ,2755,120,125,344375,20662.5,6.00%,323712.5,330600,102.13%,-6887.5,-2.00%,Low,2/1/2014,2, February ,2014
Channel Partners,Canada, Amarilla , High ,2761,260,12,33132,3975.84,12.00%,29156.16,8283,28.41%,20873.16,63.00%,High,9/1/2013,9, September ,2013
Channel Partners,Mexico, Paseo , Medium ,2763,10,12,33156,2320.92,7.00%,30835.08,8289,26.88%,22546.08,68.00%,High,11/1/2013,11, November ,2013
Enterprise,Germany, Carretera , High ,2767,3,125,345875,51881.25,15.00%,293993.75,332040,112.94%,-38046.25,-11.00%,Low,8/1/2014,8, August ,2014
Midmarket,Mexico, Carretera , Medium ,2791,3,15,41865,2093.25,5.00%,39771.75,27910,70.18%,11861.75,28.33%,Medium,11/1/2014,11, November ,2014
Enterprise,United States of America, Montana , Medium ,2797,5,125,349625,31466.25,9.00%,318158.75,335640,105.49%,-17481.25,-5.00%,Low,12/1/2014,12, December ,2014
Enterprise,United States of America, Paseo , Medium ,2797,10,125,349625,31466.25,9.00%,318158.75,335640,105.49%,-17481.25,-5.00%,Low,12/1/2014,12, December ,2014
Government,France, Velo , High ,2805,120,20,56100,6171,11.00%,49929,28050,56.18%,21879,39.00%,Medium,9/1/2013,9, September ,2013
Government,United States of America, VTT , High ,2807,250,350,982450,98245,10.00%,884205,729820,82.54%,154385,15.71%,Medium,8/1/2014,8, August ,2014
Small Business,Germany, Carretera , High ,2811,3,300,843300,92763,11.00%,750537,702750,93.63%,47787,5.67%,Low,7/1/2014,7, July ,2014
Enterprise,United States of America, Velo ,,2821,120,125,352625,0,0.00%,352625,338520,96.00%,14105,4.00%,Low,8/1/2014,8, August ,2014
Enterprise,Mexico, Carretera , High ,2821,3,125,352625,49367.5,14.00%,303257.5,338520,111.63%,-35262.5,-10.00%,Low,12/1/2013,12, December ,2013
Midmarket,France, Velo , High ,2826,120,15,42390,6358.5,15.00%,36031.5,28260,78.43%,7771.5,18.33%,Medium,5/1/2014,5, May ,2014
Government,United States of America, Velo , Medium ,2832,120,20,56640,2832,5.00%,53808,28320,52.63%,25488,45.00%,High,8/1/2014,8, August ,2014
Channel Partners,Germany, VTT ,,2838,250,12,34056,0,0.00%,34056,8514,25.00%,25542,75.00%,High,4/1/2014,4, April ,2014
Small Business,United States of America, VTT , Low ,2844,250,300,853200,25596,3.00%,827604,711000,85.91%,116604,13.67%,Low,2/1/2014,2, February ,2014
Midmarket,Canada, Carretera , Medium ,2844,3,15,42660,2559.6,6.00%,40100.4,28440,70.92%,11660.4,27.33%,Medium,6/1/2014,6, June ,2014
Midmarket,Canada, VTT , Medium ,2844,250,15,42660,2559.6,6.00%,40100.4,28440,70.92%,11660.4,27.33%,Medium,6/1/2014,6, June ,2014
Enterprise,United States of America, Amarilla , High ,2844,260,125,355500,49770,14.00%,305730,341280,111.63%,-35550,-10.00%,Low,5/1/2014,5, May ,2014
Government,Mexico, Paseo , High ,2851,10,350,997850,149677.5,15.00%,848172.5,741260,87.39%,106912.5,10.71%,Low,5/1/2014,5, May ,2014
Government,Canada, Carretera , Low ,2851,3,7,19957,798.28,4.00%,19158.72,14255,74.40%,4903.72,24.57%,Medium,10/1/2013,10, October ,2013
Government,Canada, Montana , Low ,2851,5,7,19957,798.28,4.00%,19158.72,14255,74.40%,4903.72,24.57%,Medium,10/1/2013,10, October ,2013
Government,Canada, Carretera , Low ,2852,3,350,998200,19964,2.00%,978236,741520,75.80%,236716,23.71%,Medium,12/1/2014,12, December ,2014
Government,Canada, Paseo , Low ,2852,10,350,998200,19964,2.00%,978236,741520,75.80%,236716,23.71%,Medium,12/1/2014,12, December ,2014
Midmarket,Mexico, Velo , Medium ,2861,120,15,42915,2145.75,5.00%,40769.25,28610,70.18%,12159.25,28.33%,Medium,1/1/2014,1, January ,2014
Government,France, Amarilla , Medium ,2876,260,350,1006600,70462,7.00%,936138,747760,79.88%,188378,18.71%,Medium,9/1/2014,9, September ,2014
Government,Germany, Velo , Low ,2877,120,350,1006950,20139,2.00%,986811,748020,75.80%,238791,23.71%,Medium,10/1/2014,10, October ,2014
Government,Germany, VTT , Low ,2877,250,350,1006950,20139,2.00%,986811,748020,75.80%,238791,23.71%,Medium,10/1/2014,10, October ,2014
Government,Mexico, VTT , High ,2903,250,7,20321,2844.94,14.00%,17476.06,14515,83.06%,2961.06,14.57%,Low,3/1/2014,3, March ,2014
Small Business,United States of America, Paseo , Low ,2905,10,300,871500,8715,1.00%,862785,726250,84.18%,136535,15.67%,Medium,11/1/2014,11, November ,2014
Government,United States of America, Velo , Medium ,2907,120,7,20349,1627.92,8.00%,18721.08,14535,77.64%,4186.08,20.57%,Medium,6/1/2014,6, June ,2014
Government,United States of America, Amarilla , Medium ,2907,260,7,20349,1627.92,8.00%,18721.08,14535,77.64%,4186.08,20.57%,Medium,6/1/2014,6, June ,2014
Channel Partners,United States of America, Paseo , High ,2914,10,12,34968,4895.52,14.00%,30072.48,8742,29.07%,21330.48,61.00%,High,10/1/2014,10, October ,2014
Channel Partners,United States of America, Amarilla , High ,2914,260,12,34968,4895.52,14.00%,30072.48,8742,29.07%,21330.48,61.00%,High,10/1/2014,10, October ,2014
Small Business,United States of America, Paseo , Low ,2918,10,300,875400,35016,4.00%,840384,729500,86.81%,110884,12.67%,Low,5/1/2014,5, May ,2014
Midmarket,United States of America, Paseo , Medium ,2931,10,15,43965,3077.55,7.00%,40887.45,29310,71.68%,11577.45,26.33%,Medium,9/1/2013,9, September ,2013
Government,Canada, VTT , High ,2935,250,20,58700,6457,11.00%,52243,29350,56.18%,22893,39.00%,Medium,11/1/2013,11, November ,2013
Enterprise,Canada, VTT , High ,2954,250,125,369250,55387.5,15.00%,313862.5,354480,112.94%,-40617.5,-11.00%,Low,11/1/2013,11, November ,2013
Government,Germany, Velo , Low ,2966,120,350,1038100,20762,2.00%,1017338,771160,75.80%,246178,23.71%,Medium,10/1/2013,10, October ,2013
Government,Germany, Amarilla , Low ,2966,260,350,1038100,20762,2.00%,1017338,771160,75.80%,246178,23.71%,Medium,10/1/2013,10, October ,2013
Enterprise,France, Paseo , Low ,2988,10,125,373500,14940,4.00%,358560,358560,100.00%,0,0.00%,Low,7/1/2014,7, July ,2014
Government,Germany, Montana , High ,2992,5,20,59840,6582.4,11.00%,53257.6,29920,56.18%,23337.6,39.00%,Medium,10/1/2013,10, October ,2013
Government,Germany, Paseo , High ,2992,10,20,59840,6582.4,11.00%,53257.6,29920,56.18%,23337.6,39.00%,Medium,10/1/2013,10, October ,2013
Enterprise,United States of America, Paseo , Medium ,2992,10,125,374000,18700,5.00%,355300,359040,101.05%,-3740,-1.00%,Low,3/1/2014,3, March ,2014
Small Business,United States of America, Amarilla , High ,2993,260,300,897900,89790,10.00%,808110,748250,92.59%,59860,6.67%,Low,3/1/2014,3, March ,2014
Government,Mexico, Paseo , Medium ,2993,10,20,59860,4788.8,8.00%,55071.2,29930,54.35%,25141.2,42.00%,High,9/1/2014,9, September ,2014
Government,United States of America, Carretera , High ,2996,3,7,20972,2936.08,14.00%,18035.92,14980,83.06%,3055.92,14.57%,Low,10/1/2013,10, October ,2013
Government,United States of America, Montana , High ,2996,5,7,20972,2936.08,14.00%,18035.92,14980,83.06%,3055.92,14.57%,Low,10/1/2013,10, October ,2013
Enterprise,Germany, Amarilla , High ,3165,260,125,395625,43518.75,11.00%,352106.25,379800,107.87%,-27693.75,-7.00%,Low,1/1/2014,1, January ,2014
Midmarket,United States of America, Amarilla , High ,3199.5,260,15,47992.5,5279.18,11.00%,42713.33,31995,74.91%,10718.33,22.33%,Medium,7/1/2014,7, July ,2014
Channel Partners,Canada, VTT , Medium ,3244.5,250,12,38934,2725.38,7.00%,36208.62,9733.5,26.88%,26475.12,68.00%,High,1/1/2014,1, January ,2014
Government,France, Amarilla , High ,3421.5,260,7,23950.5,2874.06,12.00%,21076.44,17107.5,81.17%,3968.94,16.57%,Medium,7/1/2014,7, July ,2014
Enterprise,United States of America, Carretera , High ,3445.5,3,125,430687.5,43068.75,10.00%,387618.75,413460,106.67%,-25841.25,-6.00%,Low,4/1/2014,4, April ,2014
Government,United States of America, Paseo , Low ,3450,10,350,1207500,48300,4.00%,1159200,897000,77.38%,262200,21.71%,Medium,7/1/2014,7, July ,2014
Small Business,United States of America, Paseo , High ,3495,10,300,1048500,125820,12.00%,922680,873750,94.70%,48930,4.67%,Low,1/1/2014,1, January ,2014
Enterprise,Germany, Paseo , Medium ,3513,10,125,439125,30738.75,7.00%,408386.25,421560,103.23%,-13173.75,-3.00%,Low,7/1/2014,7, July ,2014
Channel Partners,Canada, Amarilla , High ,3520.5,260,12,42246,4224.6,10.00%,38021.4,10561.5,27.78%,27459.9,65.00%,High,4/1/2014,4, April ,2014
Enterprise,United States of America, Montana , Medium ,3627,5,125,453375,22668.75,5.00%,430706.25,435240,101.05%,-4533.75,-1.00%,Low,7/1/2014,7, July ,2014
Midmarket,United States of America, Paseo , Medium ,3675,10,15,55125,4961.25,9.00%,50163.75,36750,73.26%,13413.75,24.33%,Medium,4/1/2014,4, April ,2014
Small Business,Canada, Velo , Medium ,3793.5,120,300,1138050,102424.5,9.00%,1035625.5,948375,91.58%,87250.5,7.67%,Low,7/1/2014,7, July ,2014
Midmarket,France, Paseo , Medium ,3801,10,15,57015,3420.9,6.00%,53594.1,38010,70.92%,15584.1,27.33%,Medium,4/1/2014,4, April ,2014
Small Business,Canada, Montana , Medium ,3802.5,5,300,1140750,102667.5,9.00%,1038082.5,950625,91.58%,87457.5,7.67%,Low,4/1/2014,4, April ,2014
Government,Canada, Velo , Low ,3850.5,120,20,77010,2310.3,3.00%,74699.7,38505,51.55%,36194.7,47.00%,High,4/1/2014,4, April ,2014
Government,France, Velo , Low ,3864,120,20,77280,772.8,1.00%,76507.2,38640,50.51%,37867.2,49.00%,High,4/1/2014,4, April ,2014
Midmarket,France, VTT , High ,3874.5,250,15,58117.5,6974.1,12.00%,51143.4,38745,75.76%,12398.4,21.33%,Medium,7/1/2014,7, July ,2014
Government,France, Paseo , Low ,3945,10,7,27615,276.15,1.00%,27338.85,19725,72.15%,7613.85,27.57%,Medium,1/1/2014,1, January ,2014
Midmarket,France, Velo , High ,3997.5,120,15,59962.5,7795.13,13.00%,52167.38,39975,76.63%,12192.38,20.33%,Medium,1/1/2014,1, January ,2014
Channel Partners,Canada, Paseo , High ,4026,10,12,48312,5314.32,11.00%,42997.68,12078,28.09%,30919.68,64.00%,High,7/1/2014,7, July ,2014
Enterprise,Germany, Amarilla ,,4219.5,260,125,527437.5,0,0.00%,527437.5,506340,96.00%,21097.5,4.00%,Low,4/1/2014,4, April ,2014
Enterprise,France, Carretera , Low ,4243.5,3,125,530437.5,15913.13,3.00%,514524.38,509220,98.97%,5304.38,1.00%,Low,4/1/2014,4, April ,2014
Government,Canada, Paseo , Low ,4251,10,7,29757,1190.28,4.00%,28566.72,21255,74.40%,7311.72,24.57%,Medium,1/1/2014,1, January ,2014
Government,United States of America, Paseo , Low ,4492.5,10,7,31447.5,314.48,1.00%,31133.03,22462.5,72.15%,8670.53,27.57%,Medium,4/1/2014,4, April ,2014
,,,,,,,,,,,,,,,,,,,
